Gene,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
SP3,141.9760284,132.2256159,77.09476998,107.3632391,165.8998351,109.8340054,140.5937769,122.1278944,124.3643715,55.3380125,72.40387191,102.9549364,117.3074216,97.5483137,69.38644068,145.2614207,104.2363189,126.992521,69.70037344,99.69193556
SP4,14.22407743,5.460187977,38.69127817,14.35488597,7.514626675,18.81796809,14.16864746,6.847293246,16.44487557,7.499539604,6.864475441,8.968296778,22.99396007,9.645925757,6.190193411,21.90227306,13.75272222,18.569765,5.222631791,8.421965938
SP6,7.894242636,32.1802568,8.217899578,24.59491404,28.09956556,20.07653316,2.658897853,10.26024097,8.921915999,78.1670075,14.70959023,0.999562489,8.821212304,0.88161687,7.053068856,13.40214448,6.128664093,5.837470611,28.11516781,1.344222576
SPA17,5.752207286,2.381571352,7.066754112,6.172286856,9.040031663,5.421511065,5.117467785,7.157561221,7.166082931,4.889567671,11.60423229,2.887624969,5.983722347,2.15218236,6.415291353,6.040868079,4.608755398,6.71859825,7.92099155,2.688445153
SPAG16,2.430849104,11.50124701,18.70611383,9.97303347,2.312192823,17.80143477,19.48644317,20.34929961,26.00916952,9.118382955,16.16569108,14.10493735,16.42215691,20.58834691,16.01947022,21.39061484,18.99885869,21.34531706,15.79846117,17.99612266
SPAG17,0.048135626,0.212986056,1.279050518,0.125644516,0.224796524,0.459860314,0.783100053,1.016395091,0.48535223,0.495564291,1.545249883,4.858984323,2.514045507,3.707976837,1.144247873,2.046632901,5.050019213,3.436397794,0.456980282,17.22799547
SPAG1,11.26373644,12.81788809,7.994065738,9.910211211,29.59285676,19.49565698,19.04936407,7.75669938,10.53499841,10.34077487,11.87167939,3.498468712,9.218166858,2.359621623,6.659147457,7.641863171,12.1347549,7.908120563,7.877469618,5.26715785
SPAG4,1.973560659,7.454511954,6.906872797,2.371540242,4.656499436,0.738196819,0.400655841,1.893704538,2.26973543,6.541448641,2.629896435,0.277656247,1.102651538,0.311158895,3.132613029,1.089336867,1.323791444,2.511213772,2.045530785,0.493796048
SPAG5,56.34275003,73.92552374,66.35074562,148.2448235,20.8257923,40.12886315,45.67476586,31.20867875,83.60905921,56.09787774,7.265646084,10.16221864,7.439222377,3.630187113,5.721239364,5.43017923,4.339094178,4.69200468,16.58185594,5.898119468
SPAG7,26.13764482,30.88297809,69.16465676,22.80447968,18.80262358,21.52872362,11.16372866,79.37510717,24.23906139,33.23584512,45.71859509,36.12307773,26.37542479,42.0842406,43.01246512,31.60727424,31.01104031,32.95417371,52.96619075,42.46646017
SPAG9,108.3532937,136.9500339,42.4644772,88.57938389,242.8926447,154.1621193,125.4781247,37.51032831,164.2631798,64.58854593,70.6654658,182.2813262,118.292457,182.9873604,86.60643326,111.9376156,146.033808,112.6301405,54.75058994,168.027822
SPARCL1,72.70886281,115.0318325,125.2829982,86.58477719,182.8719727,100.9030341,188.2536103,133.9394752,39.02802935,117.4817746,950.9230048,1209.664971,640.7581598,969.2080993,884.0158935,783.2992276,922.5355486,1356.429916,536.0161095,1111.672071
SPARC,2907.776885,1828.311028,4311.64732,539.1406188,3910.656681,2263.904425,1142.033051,1131.097952,1921.966282,808.5626972,1293.403868,4678.924246,1786.398406,6182.98655,3321.432686,1014.172623,4309.210812,2114.177658,970.4302697,9166.061717
SPAST,31.52883492,28.54013148,23.18279064,37.12795452,39.51601762,27.85785373,45.25589839,39.45752733,39.57048184,31.22055033,17.20576312,26.54393721,31.4035158,26.18920703,21.81574223,27.92663604,25.49524263,28.3502818,17.69166519,18.078422
SPATA13,17.88238499,8.26773144,4.22086671,8.936466211,96.87124515,32.12971401,8.650523837,24.46837446,11.13455117,5.484244821,16.32913097,14.96567171,50.26620811,13.76878112,9.998100266,42.0550051,29.71176352,27.97580255,8.660864387,13.77142313
SPATA17,1.756950343,0.387247374,3.677270239,2.277306855,2.119510088,2.577638073,3.478421164,1.733221103,1.641632544,0.52860191,1.857271494,0.277656247,1.337883866,0.388948619,1.01294074,1.039821555,0.53932244,0.90315583,1.327418914,0.027433114
SPATA18,1.660679091,1.916874502,9.7527602,9.878800082,4.495930489,9.233511032,12.6935055,2.546337176,11.43432754,11.59620441,22.18325072,8.551812408,34.59385425,12.18705674,16.33835897,17.59444091,15.86098267,24.49534837,17.45229457,15.11564571
SPATA20,17.76204593,24.45467168,35.78143824,22.34901831,31.61602548,16.66388557,27.62704139,11.34082944,41.39769024,9.349646291,49.32913088,42.84235891,42.85638978,44.26235287,68.09212752,48.64054161,36.01203021,19.09844158,174.5882286,31.13658417
SPATA24,1.781018156,2.497745564,3.03774498,0.706750403,0.192682735,1.766831731,1.402295443,2.428649323,1.713007872,1.883144306,1.872129666,0.971796865,1.396691948,1.166845858,1.256796844,2.508775814,0.980586255,1.806311661,1.849682093,0.932725869
SPATA2L,10.01221017,14.30879048,30.31349728,14.15071363,5.09003559,4.066133298,7.157170248,21.83644612,16.63045142,13.01682204,11.93111208,3.942718707,15.5547377,3.319028217,12.71803373,5.364158813,4.535211429,7.533641317,22.67492636,4.279565753
SPATA2,35.5962953,17.36804473,21.07235728,61.31452388,58.86457562,17.40208239,29.66674385,15.898559,21.84085037,41.62740045,21.15803686,12.82771861,19.17143474,16.67293081,22.90371562,21.30808932,32.48191969,16.05855123,24.32875976,13.22276085
SPATA5L1,16.9678081,8.229006702,6.075489961,5.434125324,6.888407786,8.241180882,15.69842431,11.23384048,7.408759046,14.89996635,7.993696509,6.608218679,10.85009113,6.145388184,6.696663781,7.427296819,8.261439197,13.17285821,8.769669216,6.309616175
SPATA5,16.05323121,8.945414345,11.15971577,12.89426847,3.45223234,13.3238475,12.23821478,9.340135943,22.02642622,6.772711977,9.048626718,8.968296778,13.79049524,10.13859401,7.690846359,11.8341596,9.928435831,13.21691459,7.812186721,12.07057007
SPATA6,1.636611278,2.633282145,1.247074255,5.355597501,4.977637328,5.348901541,4.461849137,3.626925641,2.826462989,1.784031448,5.735254373,7.219062422,8.806510284,4.382154443,4.276860902,7.905944836,5.908032186,6.762654632,4.460997988,5.514055875
SPATA7,7.653564507,3.194790837,6.331300064,4.428969194,3.002639291,7.031022162,9.306142485,7.232453491,8.165337523,9.184458194,10.14813144,13.16090611,11.74691439,14.41702882,11.72385116,10.41472065,7.403426224,10.22108062,10.92400483,13.66169067
SPATS2L,133.1672089,173.3900118,62.67347538,41.90244614,83.06231579,138.6236813,160.8086852,222.4514393,106.9202413,24.87732741,79.84781606,83.99101472,65.15935489,84.99823826,62.61474426,85.28187258,67.36627571,83.26656192,70.96250946,106.5776471
SPATS2,28.59256174,31.58002337,32.48788316,69.74841203,39.75687104,21.31089505,32.21637193,75.50210693,37.48632226,26.2318698,23.74335878,13.99387485,28.63953595,11.90182775,15.86940493,26.65574303,18.14084572,26.34571642,25.8955493,11.98827073
SPC25,12.13017771,15.29627128,10.80797688,25.86706476,2.360363507,8.313790405,33.36370457,14.81797054,22.26910233,12.19088156,1.14407924,1.166156237,1.337883866,0.051859816,1.01294074,0.478648017,0.588351753,0.594761157,1.91496499,0.109732455
SPCS1,65.24784081,91.08058242,120.1987724,72.05713001,175.5981994,81.83093263,83.53674282,76.18683625,87.97722929,102.3175073,112.5357944,72.85699921,66.26200643,68.45495698,100.4687149,77.87108087,95.31298397,95.40409515,102.5811928,68.08898846
SPCS2,25.5359495,34.05840656,70.44370728,69.59135638,55.28388813,40.57662187,68.25718598,36.74000782,31.49079471,75.02843366,30.05808186,29.29273406,23.53793483,23.05168817,32.45162,27.761585,28.51054536,32.84403276,35.44861328,18.32532002
SPCS3,137.8604324,99.4451257,115.3703567,83.49078098,196.0225693,77.05080569,115.6984799,185.6472381,100.0253847,85.27009567,112.506078,146.4914359,131.9506341,124.3857684,123.2786397,120.6688156,151.2064005,141.5311271,114.8978994,91.76376567
SPDEF,0.385085007,5.26656429,13.43003044,55.64481509,138.5710004,13.83211417,0.728465165,1.508544293,3.240439891,20.11991022,193.9585766,0.027765625,83.3751583,0.518598159,93.58446947,74.66909068,38.095776,85.00678901,189.0375099,0.850426528
SPDYE3,2.238306601,3.31096505,2.366243458,4.790197178,8.15690246,5.0100571,6.410493454,3.327356562,3.126239366,2.18048288,2.956776218,2.249015601,3.322656635,6.326897539,4.201828254,4.027245386,4.878416618,4.03115895,3.742886117,6.446781744
SPDYE6,2.334577853,0.484059218,1.662765673,1.978901129,1.63780325,1.343276179,4.134039812,1.166179631,0.48535223,2.18048288,1.084646552,1.221687487,1.220267702,1.452074845,1.125489711,1.138852179,1.666996633,1.519945178,0.435219316,0.685827845
SPDYE8P,1.540340026,0.910031329,1.886599514,1.14650621,1.123982622,0.496165075,1.547988476,0.567041472,1.684457741,0.792902866,1.277802788,0.583078119,0.926227292,0.829757054,0.750326474,1.452449156,1.250247475,1.057353167,0.609307042,1.15219078
SPEF2,0.986780329,1.839425028,8.697543523,7.962721211,4.110565019,7.29725708,6.683667891,2.353757053,3.740067187,4.95564291,9.880684347,3.304109339,17.53951047,3.578327297,6.471565838,14.95362426,11.3502859,10.77178539,8.813191147,3.785769705
SPEG,65.84953613,31.46384916,136.6985241,12.76862395,0.979470571,7.527187237,7.430344685,26.89702378,10.33514749,19.95472212,36.23908139,3.442937463,28.50721776,18.17686547,18.77692001,33.58788672,20.37167945,21.03692239,32.46736097,2.331814673
SPEN,158.7994296,105.079575,83.33014125,78.93616727,96.66250552,121.8871863,92.55149924,76.12264288,76.77130279,107.2401126,85.25619065,124.0568112,172.7193369,154.1792327,96.079305,169.1773164,145.3719123,140.9143377,91.37429538,169.454344
SPESP1,0.096271252,0.484059218,32.67974074,19.89895025,5.571742428,0.060507936,0.145693033,0.181881227,0.22840105,0.033037619,1.470959023,3.165281216,1.529010133,3.578327297,2.269737584,0.825255202,1.397335413,1.365747841,1.370940845,2.962776291
SPG11,55.88546159,51.00047919,40.51392516,25.33307557,219.1926683,88.8498532,42.56057728,37.83129518,40.69821202,54.71029773,84.24583496,95.06949897,131.7595078,99.44119698,73.88839953,106.9530742,82.44278938,94.41282656,71.39772878,102.2980814
SPG20,22.43120164,52.14285894,50.87423436,29.24376113,30.20301875,65.49378991,31.59717654,47.06444217,82.62407969,40.04159471,79.04547478,118.5869831,89.38828468,136.7024747,78.74676345,89.24309755,87.5418379,110.6696315,45.28456982,137.631932
SPG21,105.9705803,132.3030654,103.4432106,210.4859757,134.7173457,226.1302584,291.4771242,126.4609471,165.7192365,180.4184395,81.61593852,100.8447489,70.49618833,117.747712,106.508843,69.88261051,87.00251546,70.60035211,98.94711147,104.9316603
SPG7,58.55698882,39.13134717,79.46101343,72.95234719,55.55685533,29.00750451,26.02441803,71.32953761,63.56686711,57.61760824,62.83520918,46.535187,48.86951617,56.1123208,63.15873095,52.6842921,44.51861597,54.67397002,68.74289095,56.15558396
SPHAR,3.923053505,3.291602681,18.99390019,5.182836291,9.955274655,6.377536453,8.431984287,2.653326133,2.426761152,2.808197649,7.651958554,5.414296817,5.527959711,8.816168703,5.927579145,6.965153905,6.96216241,6.872795587,4.09106157,2.194649104
SPHK1,31.14374991,40.56416245,142.7100616,265.1727513,7.803650778,24.31208868,12.09252174,113.3334021,32.14744773,9.250533432,19.58307063,6.691515553,16.49566701,9.412556585,16.16953551,15.00313957,9.094937514,12.86446353,31.35755171,4.745928688
SPHK2,14.3444165,14.59922601,9.912641515,16.61648726,6.888407786,7.103631685,3.842653746,14.83936833,13.51848712,13.77668729,14.7244484,10.63423426,12.1144649,13.56134186,15.17535294,10.15063899,10.98256605,8.613022675,19.86776177,10.61661504
SPHKAP,0,1.781337921,0.063952526,0.628222581,0.016056895,12.79137767,7.73994238,2.599831654,10.22094697,0,2.956776218,0,6.424782962,0.622317791,0.637777503,3.218495288,1.274762131,4.25144086,5.831938833,0.21946491
SPI1,38.67697535,35.9559187,11.41552587,5.402714195,10.62966423,30.52020291,5.008198011,30.96260415,14.80324303,15.52768112,24.26339479,57.30824938,5.410343547,12.96495397,34.13985457,14.83808853,10.93353674,7.930148754,18.67090865,27.24108201
SPIN1,145.8268784,98.88361701,141.910655,201.7693874,141.1401036,155.5295987,128.410197,105.9511641,146.7191242,116.754947,108.0634846,113.0616238,164.1039529,127.7825864,98.66793133,162.9713973,171.8722558,163.7135154,107.1074736,133.4346655
SPIN2B,4.621020079,3.291602681,11.2236683,2.512890323,2.569103137,6.667974546,9.087602936,6.387240731,4.239694483,4.889567671,7.325078772,3.970484332,3.352060676,5.18598159,5.158494509,4.010740282,3.530110518,7.401472171,6.441245876,5.04769294
SPIN3,16.26984153,7.435149585,15.7962739,8.700882744,15.35039124,14.54610781,27.35386695,14.79657275,8.707790015,10.50596297,13.25348938,12.0225155,18.68626806,11.90182775,10.59836145,24.14696721,16.79253961,16.78548153,10.24941489,12.75639792
SPIN4,21.03526849,11.21081148,14.0695557,14.88887516,15.22193609,17.59570779,13.58587533,14.57189594,20.07074223,5.186906246,4.531742445,5.08110932,10.85009113,5.523070393,4.670782301,14.59051197,7.50148485,6.167893476,5.157348894,2.057483535
SPINK5,0.096271252,0.329160268,0.191857578,0.031411129,0.112398262,0.048406349,146.7857308,2.321660366,0.642377952,47.83847289,2.451598372,0.638609368,2.425833384,3.344958125,4.295619064,1.650510404,0.465778471,1.12343774,3.655842254,0.109732455
SPINT1,269.8483184,202.0463175,167.7794517,180.7082254,101.768598,156.897078,103.2417255,128.9644887,216.8525215,303.3514213,181.7748756,4.081546831,190.8616302,8.064201372,116.2630871,125.323255,86.04644387,97.7390834,302.2598149,6.913144679
SPINT2,239.7154166,791.4174587,341.3785833,543.5538824,390.4233923,347.6786002,145.4198586,664.3265305,998.3838129,1087.33413,569.0382694,20.76868728,334.9267292,17.6064075,295.5723563,328.9302184,258.3354488,273.8764985,649.7171558,20.0810393
SPIRE1,30.42171552,24.08678668,65.29552895,30.4530896,140.4336002,93.53316745,38.42653746,142.7446664,58.8418204,32.14560368,29.95407465,43.09224953,48.25203131,42.91399766,32.35782919,42.10452041,46.33270054,38.26296774,21.08637586,47.62388556
SPIRE2,5.36712228,9.526285406,22.12757396,30.13897831,10.67783491,2.045168236,6.191953904,18.81935753,9.778419935,19.95472212,4.056280942,0.527546869,5.042793034,1.374285121,4.314377226,4.307832155,3.775257081,3.282200457,7.616338029,0.713260959
SPNS1,43.24985981,51.15537814,94.6817146,54.67107009,44.07617569,44.77587263,31.21473233,68.71900706,49.22042619,56.0318025,33.75776667,36.8727496,31.3300057,29.19707635,40.44259695,21.95178837,32.06517053,24.27506646,51.61701087,28.03664231
SPNS2,11.11932957,36.8853124,22.83105175,9.234871937,11.25588312,36.49838699,6.865784182,16.19812808,8.151062457,37.00213373,32.2570913,39.6770777,16.18692458,28.91184736,32.67671794,31.52474872,37.36033631,36.96330447,40.06193803,25.64996141
SPN,21.70916725,11.67550833,2.366243458,0.596811452,8.670723087,20.56059665,4.297944475,17.43919999,10.30659736,10.9024144,6.418730283,10.02339052,3.234444512,5.419350761,12.51169395,17.9575532,4.241035552,6.982936542,7.529294165,8.120201686
SPOCD1,2.31051004,12.12084281,7.994065738,0.722455968,1.348779147,2.323504742,2.695321111,0.534944785,2.184085037,0.396451433,0.906348489,0.860734366,0.485166677,0.259299079,3.657841561,0.69321437,0.367719846,0.90315583,1.327418914,2.962776291
SPOCK1,42.47968979,26.39090855,63.34497691,13.88371903,63.29627853,23.10192996,67.98401154,2.963594108,10.16384671,2.74212241,10.19270596,85.60142095,37.69598058,38.09103478,41.43677953,12.31280761,42.94967796,23.61422074,13.75293038,61.64220672
SPOCK2,88.18446652,30.03103387,22.38338407,6.643453792,16.08900839,54.42083763,10.94518911,83.96493343,38.45702672,24.41480074,16.3142728,13.66068735,7.850878951,43.04364719,31.87011698,34.33061641,22.52896921,15.08931082,17.77870906,21.37039565
SPON1,53.55088373,22.22799928,6.842920272,10.16150024,123.9592264,93.59367539,33.49118597,7.211055699,13.83253857,4.823492433,61.3939665,100.2061395,104.1932193,294.4600347,84.84316605,211.5954338,94.82269085,56.34811254,57.73184226,235.2115178
SPON2,39.880366,78.47568039,101.780445,83.25519752,14.8686844,139.2045575,21.36224097,7.435732509,4.725046713,77.96878179,42.99954962,60.77895247,55.89708197,30.6750811,65.18461243,33.80245308,31.03555497,34.07761145,36.88483702,57.44494031
SPOPL,40.93934977,27.01050435,30.92104627,26.00841484,56.96986206,31.41572036,41.43145627,10.9342714,26.59444721,34.02874798,31.43989185,41.62067143,63.07166798,50.2521616,41.17416526,97.52865978,61.1885823,62.25166772,39.9531332,37.33646789
SPOP,38.36409378,50.09044786,41.56914184,73.78474211,63.85826985,51.15340908,39.19142589,35.00678672,45.13775742,22.10216738,62.46375488,68.02578052,62.16014271,66.32870453,59.12572615,71.97875872,62.48785909,78.35427533,89.82926681,65.48284265
SPP1,139.2082299,847.4327914,136.6665479,23.29135218,114.1966344,216.2674648,109.1240817,828.7257617,220.7496144,16.48577208,78.5551551,84.07431159,37.65187452,26.52629583,240.0106809,24.97222241,31.57487741,47.82320263,56.03448692,93.13542136
SPPL2A,43.08138512,36.8853124,21.45607244,20.54287839,78.10073536,63.27919946,31.25115559,15.88786011,34.50283355,42.28815283,36.31337225,64.05529618,33.59411686,43.27701637,36.07194524,33.75293776,45.7933781,33.37270934,25.78674447,42.3292946
SPPL2B,19.23018252,20.87263347,117.6726477,68.4762613,8.108731776,13.68689512,10.21672394,19.53618354,25.82359367,27.55337458,40.53309308,27.9877497,38.97505637,28.98963709,43.89409873,25.46737554,33.78119648,23.30582606,56.92668652,20.32793733
SPPL3,128.9553416,85.25250944,93.43464034,118.9853568,63.56924574,69.40260258,154.8534825,80.20962104,50.59083248,90.62219002,64.69248067,68.30343676,78.43527941,74.67813489,80.47251434,67.73694699,69.22938959,73.5521297,76.07633642,65.51027576
SPRED1,65.27190862,24.22232326,63.9525259,22.96153533,38.66500221,72.46430414,147.9330634,27.04680832,84.43701302,10.83633916,43.77217457,79.74287414,86.80072908,68.53274671,51.86631752,61.20092579,57.75653041,66.98772878,52.53097143,56.97857737
SPRED2,22.52747289,22.42162297,37.95582412,63.78029751,96.95152963,41.6899679,104.8443489,4.974986499,37.37212174,28.51146554,73.25078772,45.14690576,82.69886535,57.95334427,58.20657622,57.68533862,66.1895722,77.31895036,66.80616499,54.59189647
SPRN,8.0145817,2.691369251,6.491181379,4.004918952,1.204267095,1.101244435,1.529776847,4.814503063,3.611591597,5.451207201,4.056280942,2.554437472,5.469151629,2.307761807,3.657841561,3.598112681,2.23083373,2.114706335,4.939739236,2.194649104
SPRR3,0,10.59121569,0,0.015705565,0,0.68979047,0,0,0,0,2.407023856,5.442062441,1.617222256,3.396817941,4.745814948,1.914592069,2.402436324,6.123837094,0.021760966,4.608763119
SPRY1,11.5525502,8.771153026,37.73199028,15.32863097,19.60546831,22.07329505,38.15336303,4.985685395,10.47789815,24.57998883,56.10445728,116.8099831,126.3638663,138.4397785,103.9764911,67.58840105,101.5397067,292.3801789,57.01373038,274.9620997
SPRY2,7.990513887,8.035383015,12.3428375,11.04101186,53.40523146,9.306120555,84.2105731,5.328050057,12.09098056,3.435912418,53.47456085,63.19456182,54.02992536,69.12913459,58.65677211,47.25411287,46.52881779,105.4048939,54.92467767,84.4665574
SPRY3,3.63423975,2.187947664,5.915608646,3.706513226,10.88657454,4.078234886,4.297944475,3.188270918,2.169809971,10.83633916,2.778478155,6.608218679,3.822525332,7.364093857,2.926273249,4.274821947,9.045908201,4.295497242,1.697355332,6.254749947
SPRY4,20.40950535,21.04689479,71.30706638,30.06045049,50.24202322,39.95944093,49.8270173,4.664718524,18.88591179,23.02722072,31.18730292,39.4549527,52.08925866,68.01414855,56.29324371,13.84778229,46.55333245,45.33401705,40.58420121,72.61545224
SPRYD3,50.39800024,51.67816209,24.81358005,54.74959791,39.16276594,27.18016485,18.12057098,49.39680143,32.37584878,52.1003258,77.09905425,126.6390143,55.51482944,88.70621509,113.7494935,71.35156477,91.39063896,92.76071224,95.20422536,144.7645415
SPRYD4,16.34204497,7.919208803,18.06658857,10.13008911,22.73656276,8.604228498,13.8772614,15.11753962,11.36295222,19.78953402,16.81945065,10.60646864,14.06983363,14.6763279,21.0466576,15.67984884,14.65976451,14.23021138,22.50083863,13.19532774
SPR,33.50239558,41.91952826,36.58084482,9.45474984,31.39122895,27.20436802,12.74814039,27.592452,44.08140257,84.84060662,35.48131462,44.00851515,24.8758187,46.12930624,49.7091289,26.78778386,40.7923882,34.29789336,44.93639437,40.76560711
SPSB1,68.954284,58.18391798,34.66226904,54.56113114,35.63024913,165.5618145,25.60555056,38.80489469,31.79057109,41.82562616,36.83340826,67.94248364,39.01916243,49.16310547,52.14768994,20.38380349,58.2713382,50.00399353,26.96183662,82.84800369
SPSB2,9.242040159,5.692536401,9.976594041,9.329105324,3.821540916,3.41264759,2.276453641,23.04542133,7.066157472,17.74120162,7.369653287,2.721031221,6.777631454,3.267168402,11.10483182,5.842806831,2.623068232,5.661245083,7.028791952,2.30438156
SPSB3,38.96578911,34.19394314,53.17652529,38.47863307,18.19246159,10.08062214,16.77291043,56.00871897,25.08129026,44.99723762,42.89554242,24.85023411,26.65476318,30.36392221,44.28802013,32.2674784,28.43700139,27.62335149,51.33411831,28.6127377
SPTAN1,367.7802491,347.8836786,148.0181212,196.5708455,152.0587919,329.9739781,219.3954961,179.195804,299.8192028,258.3541837,425.0774413,558.9497908,455.3656812,778.026888,487.1494632,346.7722359,574.5745161,444.6830914,386.7576451,638.9720867
SPTBN1,329.7049691,272.4866149,205.2556319,238.1748859,110.9210279,382.6521872,475.5966947,155.5940401,488.3785443,262.7812247,432.3282292,2096.52679,788.2782335,2993.296714,1166.776425,679.927761,1627.160317,1148.637991,323.5638004,4495.464359
SPTBN2,64.95902705,81.88345728,27.14784725,125.1890548,92.08629056,72.17386605,22.27282243,108.8398659,106.5776398,181.93817,32.80684367,2.165718727,69.81989539,4.148785272,39.12952562,25.91301334,18.14084572,24.23101008,102.9511292,1.94775108
SPTBN4,0.216610316,0.793857117,0.575572733,0.738161532,0.5941051,2.613942835,0.364232583,0.406558036,0.12847559,1.420617634,2.273300308,2.332312475,2.61695965,8.21978082,4.070521121,1.832066549,3.137876016,3.238144075,2.154335614,5.815820126
SPTBN5,2.190170975,1.161742123,1.566836885,1.664789839,0.449593049,1.427987289,2.203607125,5.274555578,4.610846189,3.039460985,9.464655532,1.443812484,7.659752684,0.674177607,5.552415908,6.090383391,5.099048525,5.000399353,9.901239437,0.603528504
SPTB,1.73288253,1.916874502,6.011537435,11.44935653,0.883129203,1.29486983,6.792937665,2.31096147,6.095453011,2.676047171,4.962629431,20.49103103,4.013651599,44.26235287,3.282678324,6.519516096,8.702703012,5.286765836,4.548041851,8.833462645
SPTLC1,85.1759899,66.31611284,48.44403837,75.48094308,113.8915534,86.9620056,50.71938713,54.40388462,83.62333428,63.23400353,64.35074272,102.0109051,82.00787039,104.23823,83.38002942,82.74008656,93.44987009,95.07367229,56.42618431,88.55409136
SPTLC2,81.42141109,51.69752446,25.42112905,60.76482912,287.8519496,74.31584698,56.94776429,30.27787482,82.25292798,46.74823145,65.91085077,117.2819987,124.71724,95.99251923,74.43238622,98.91508852,103.9911723,97.10026586,86.45631711,97.36012089
SPTLC3,9.314243598,11.36571043,14.96489106,5.465536453,2.199794561,12.18629831,19.39538502,8.655406618,6.523704979,57.08900633,18.45384956,20.24114041,22.78813179,16.38770182,13.3745694,14.7060477,12.96825322,17.00576344,17.71342616,18.10585511
SPTY2D1,57.18512348,36.45934028,20.08109313,43.52011928,84.2344691,59.57611377,21.52614563,58.60855063,60.46917788,46.71519383,36.04592515,40.70440581,68.93777416,41.87680134,35.22782795,53.88916469,67.93011281,52.0526153,33.53364829,46.88319149
SQLE,73.67157533,112.6308988,98.10317473,170.7508975,87.92755486,101.0361515,267.474197,51.33330155,161.679393,236.978844,26.41782973,15.60428108,28.91887434,4.667383431,19.75234443,19.01387986,35.74236899,22.93134681,34.70874044,8.010469231
SQRDL,55.01902032,73.48018926,23.50255327,42.79766331,47.65686319,76.07057712,49.64490101,45.9945526,41.96869286,81.30558135,76.10355673,88.0170303,43.91493526,68.40309717,91.14590843,70.14669218,65.82185236,65.93037562,82.32173361,66.19610361
SQSTM1,453.5820022,407.9651088,315.4778103,304.1853736,1000.05551,827.7243611,85.70392668,455.2487108,442.1273317,509.2088278,322.481764,712.5769923,251.5221668,564.5718858,746.4810508,293.6918213,396.0587883,393.8199984,500.1757988,720.3661354
SR140,179.3774096,176.8365134,102.1321839,226.2072458,106.6820078,154.7550971,460.6449472,157.1560789,77.38513061,127.1948347,83.11661389,79.18756164,120.3948459,102.1897672,64.32173698,128.0631023,108.722501,103.9730614,64.9564829,95.7964334
SRA1,23.12916821,23.83507588,33.99076752,43.67717493,16.79551176,18.68485063,23.09234574,42.34622917,24.45318737,24.94340265,31.69248077,26.04415597,18.65686402,21.41810397,29.33776513,20.15273203,24.07339256,24.64954571,34.0341505,23.67477721
SRBD1,15.98102777,16.30311446,10.80797688,13.00420742,29.64102744,26.35725692,26.64361342,17.74946796,28.06477897,16.98133637,20.38541192,28.57082782,24.56707627,26.47443602,19.58352097,24.54308971,22.21027867,31.94087693,20.69467847,27.95434297
SRCAP,171.6757095,221.7765712,228.7262089,234.9395396,195.2036677,193.8311221,196.7038062,312.6752267,256.6085792,113.3520722,133.2480861,138.3838735,207.901272,174.2749113,154.1545741,187.3989513,185.4533755,144.5930456,177.6782857,142.1583957
SRCIN1,0.553559697,2.439658458,61.81011628,69.46571187,5.764425163,4.308165042,4.042981667,0.716826012,0.913604198,18.26980353,12.15398466,2.721031221,20.788657,3.552397389,9.585420705,11.15745033,7.525999506,7.621754081,16.32072435,4.087533957
SRCRB4D,2.575255982,2.226672402,2.174385881,1.413500807,2.376420402,1.464292051,4.316156104,3.498538893,3.5687664,2.874272888,0.698334082,2.665499971,1.529010133,7.156654594,5.327317965,1.320408323,3.211419985,1.56400156,1.414462777,6.968010906
SRC,115.5736376,66.8969839,70.02801586,111.0226356,63.00725443,38.22891396,84.73871034,60.49155627,113.3011957,81.93329611,51.21611871,27.93221845,41.10684934,17.81384676,42.11207335,49.97745504,35.32561983,32.31535617,65.58755091,27.10391644
SRD5A1,35.0427356,84.72972548,44.70281561,8.857938389,638.4221295,27.6037204,39.31890729,51.00163578,19.6710404,21.87090404,6.0918505,3.859421833,9.997373945,3.733906745,27.44319079,7.476812131,6.128664093,7.026992924,22.65316539,4.032667729
SRD5A3,23.77899916,31.48321153,123.9719715,46.58270436,117.0226479,19.26572682,59.53381562,29.04750182,57.72836528,78.89383513,27.24988736,23.40642162,20.50931861,28.00430058,41.92449174,16.38956831,26.52485819,17.46835545,61.06127002,23.09868182
SREBF1,103.7082058,285.9628235,140.8874146,79.54868429,544.9388891,251.1684423,44.80060766,63.19837688,109.0757762,118.6711289,167.8676267,100.761452,127.9810885,255.772612,196.9044249,155.5110903,192.047818,124.1288562,488.6424869,130.1152588
SREBF2,78.87022292,138.6732847,86.14405239,303.5728566,234.2540354,107.0506404,158.0040943,116.7570487,376.1051533,135.6194276,161.2260238,89.43307716,197.1099889,103.1751037,122.734653,125.3562652,104.1137456,127.8516205,239.1530141,93.98584789
SRFBP1,14.80170494,10.74611463,5.372012176,10.16150024,15.63941535,12.4767364,16.8821802,9.22244809,10.96325038,7.16916341,8.662314247,7.635546793,16.26043468,9.334766862,8.591238127,13.38563938,12.77213597,18.87815967,8.3344499,11.19271043
