Gene,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
DFNB31,15.69221402,15.81905524,30.31349728,8.371065889,4.945523538,7.623999934,3.788018859,4.974986499,15.35997058,17.80727686,15.48221517,1.83253123,17.05434379,4.122855364,12.24907969,12.77495053,13.92432482,12.73229439,21.39102938,2.633578925
DFNB59,0.866441265,0.697045274,1.374979307,1.429206371,0.5941051,0.411453965,1.657258251,1.187577422,0.970704461,0.198225716,3.417379549,2.332312475,2.32291924,2.930079598,2.551110012,3.218495288,1.814084572,1.652114324,1.588550503,2.825610722
DGAT1,20.74645473,33.67115919,151.151795,122.440581,69.99200358,27.14386008,16.70006391,19.50408685,30.23458894,81.60291992,29.6123367,71.13553048,25.97847024,180.0572808,82.92983354,31.06260581,76.48572788,37.6241502,39.14797747,119.3889113
DGAT2,72.684795,34.94907552,86.33590997,127.8904119,32.04956163,59.60031695,91.56807126,41.2763396,47.94994535,3212.578111,64.17244465,608.3726028,151.7836597,1993.698762,914.1790178,260.6651081,981.1991213,425.1881424,56.57851107,1763.016492
DGCR11,1.275594084,1.994323977,3.645293976,1.397795242,1.140039517,3.872507903,2.695321111,1.294566379,2.084159577,2.246558119,1.396668163,1.443812484,1.720136399,2.696710427,1.200522358,0.792244994,1.593452664,1.431832414,1.545028572,2.496413356
DGCR14,21.42035349,22.11182507,36.74072613,43.28453581,9.55385229,15.23589828,24.25789,18.26301495,29.29243461,24.15049978,21.5592075,14.88237484,15.09897506,15.50608495,19.13332509,15.64683863,13.21339978,15.28756454,22.84901409,14.67671589
DGCR2,94.15328412,145.043504,165.1573981,178.1168072,104.209246,135.9734338,99.781516,97.50973538,131.1450277,142.8877039,175.148131,92.12634276,146.1233818,104.9383375,156.2742464,145.4099666,132.4526884,140.253492,252.2966374,101.3104893
DGCR5,2.840001924,4.395257698,14.38931833,20.69993404,0.80284473,3.557866636,8.741581982,1.519243189,4.753596845,0.396451433,1.040072037,0.249890622,0.88212123,0.103719632,0.619019341,0.445637809,0.490293127,0.22028191,2.393706238,0.164598683
DGCR6L,25.5359495,28.69503043,43.51969388,58.64457791,19.38067179,19.59246967,18.22984076,18.55188514,35.57346347,36.86998325,40.13192244,22.43462476,23.06747018,20.2253282,42.41220394,20.58186474,19.97944494,20.17782294,56.38266238,19.91644062
DGCR6,16.12543465,24.59020826,44.67083934,94.5474984,15.41461882,12.28311101,18.94009429,7.885086128,12.67625825,19.29396973,44.63394854,13.24420298,15.18718718,17.63233741,31.176065,14.01283333,9.217510796,31.7646514,38.79980201,17.47489349
DGCR8,40.265451,50.61323181,40.13021,72.87381937,24.32619533,37.80535841,45.85688215,51.02303358,41.4976157,34.92076371,42.22692468,29.48709343,41.0039352,29.14521653,38.58553893,43.06181644,35.5707664,32.71186361,47.5259493,28.2286741
DGKA,19.27831814,17.67784263,14.45327085,19.34925549,9.16848682,15.81677447,9.597528551,16.86145962,10.86332492,10.20862439,30.32552895,16.21512482,21.30322772,9.282907046,23.5039768,19.5915585,17.62603793,24.40723561,24.76397908,10.80864684
DGKD,24.21221979,15.43180786,31.46464274,11.52788436,40.52760198,14.43719353,8.632312207,25.02471703,24.08203567,10.47292535,42.92525876,24.46151536,48.07560706,29.09335672,36.50338296,56.33192009,45.30308498,31.54436949,51.70405473,29.73749536
DGKE,6.5223773,7.086626948,8.281852104,7.82137113,2.601216926,9.427136427,3.187035098,5.402942327,16.23074959,10.07647392,10.32642951,14.79907797,13.56996493,12.99088388,8.047251434,13.20408323,22.11222005,15.04525444,6.267158149,13.49709199
DGKG,2.527120356,2.536470301,0.671501522,0.80098379,0.465649944,4.296063455,2.841014144,1.647629937,3.711517056,1.684918589,1.396668163,3.359640589,0.646888902,3.578327297,1.200522358,1.79905634,2.304377699,1.828339852,0.41345835,1.865451739
DGKH,3.104747866,2.807543463,1.758694462,0.848100484,14.37092067,3.896711078,3.296304872,1.134082944,3.354640416,0.594677149,1.203511928,1.665937482,4.145969783,2.878219782,0.825359121,4.753469964,2.917244108,1.475888796,0.391697384,2.688445153
DGKQ,12.58746615,15.4705326,26.60425078,6.690570485,7.386171518,10.04431737,6.501551599,13.89786551,10.49217322,15.46160588,13.49122013,8.996062403,14.70202051,10.94242115,17.42633236,11.91668512,11.12965399,10.5074471,29.268499,9.656456059
DGKZ,61.70987231,58.74542667,79.55694222,101.740647,32.59549605,38.45884411,21.27118282,59.63564461,44.29552855,169.3177994,43.34128758,27.9877497,37.43134421,34.35712803,50.36566457,26.52370219,26.45131423,26.3897728,71.09307525,32.04187692
DGUOK,46.7878283,49.80001233,88.54227211,46.5669988,30.0585067,37.89006952,139.7924652,72.06776141,72.76000936,75.19362176,42.04862662,26.01639034,25.00813688,22.8442489,35.79057281,29.32956988,25.7894185,30.75135461,43.65249739,23.31814673
DHCR24,52.87698497,562.5348982,66.7984133,710.3469776,1372.944773,375.2097111,585.0667974,231.3850172,221.8773446,2061.382263,661.4412407,238.9787318,375.8718563,157.0055926,580.883998,355.6189717,546.6768371,592.3160274,633.004734,263.1109945
DHCR7,64.62207767,160.0687021,81.76330437,253.9432727,201.257117,112.6052689,136.8603929,110.9047528,378.1322127,372.8295349,46.38721283,23.79514037,48.63428384,31.86785687,79.79722051,21.55566588,34.29600426,33.06431467,77.81721369,30.17642518
DHDDS,43.75528388,35.83974449,22.79907548,18.97232194,46.69344951,53.83996144,18.28447565,22.89563679,50.14830545,50.18414387,36.14993236,103.7879051,42.51824331,200.6196978,122.3970061,45.7521484,124.2647932,67.78074366,39.56143582,259.9013202
DHDPSL,0,0.038724737,0.127905052,0.188466774,0.096341368,0.024203174,0.127481404,0.374461349,0.057100262,0.297338575,1.574966227,5.13664057,1.117353559,7.908621924,3.338952809,1.287398115,3.554625174,2.401072817,1.109809256,8.970628214
DHFRL1,14.12780618,8.074107753,10.96785819,4.711669356,45.11987384,6.885803115,8.741581982,8.591213244,9.378718099,8.457630567,10.57901843,12.66112486,15.92228821,10.4497529,14.0123469,17.9575532,14.75782314,20.88272505,10.92400483,15.36254373
DHFR,12.92441553,14.94774865,6.906872797,17.77869904,11.51279343,7.018920575,40.33875852,22.18950967,39.24215533,23.35759692,15.06618636,21.37953102,13.07009623,32.956913,19.18959957,10.92637888,28.75569192,19.69320274,12.33846761,29.35343177
DHODH,11.23966863,7.551323798,15.34860622,10.19291137,11.44856585,4.634907897,7.95848193,8.687503305,10.10674644,6.376260544,9.197208437,9.717968645,7.189288028,12.67972499,9.003917688,6.866123281,5.319680433,7.489584935,10.44526358,10.31485079
DHPS,36.36646531,31.54129863,60.37118445,45.56184267,27.77842767,11.92006339,36.47789315,26.97191605,66.60745609,45.88925335,45.80774412,31.48621841,33.15305624,34.5645673,41.19292342,32.01990184,28.11831086,35.02482367,52.4221666,30.45075632
DHRS11,7.67763232,13.26322257,56.08636522,21.64226791,1.750201512,10.83092054,37.3884746,2.952895212,10.03537112,48.26796195,10.99504724,11.41167175,10.24730829,25.20387053,20.76528517,10.23316451,19.85687166,14.14209861,13.79645231,22.55001955
DHRS12,2.382713478,6.118508513,11.63935971,4.695963791,27.40911909,4.586501548,4.589330541,7.617613736,7.237458259,7.235238649,19.43448891,24.10056224,14.89314677,28.57475856,28.8125366,17.87502768,19.90590097,17.77675012,22.26146801,32.782571
DHRS13,4.476613202,8.809877764,29.16235181,29.0395888,8.237186933,8.737345957,3.278093243,8.066967355,18.07223305,15.6598316,11.9162539,3.193046841,8.497767853,1.503934661,7.934702463,6.5360212,5.564826996,5.991667948,20.15065433,1.399088804
DHRS1,8.375598894,18.35552554,23.69441085,23.73110799,16.9560807,13.59008242,13.62229859,10.32443435,14.80324303,21.60660309,37.60603321,20.29667166,24.08190959,13.53541195,40.83651835,32.35000392,27.35835651,37.99862945,46.04620362,23.23584739
DHRS2,0.216610316,0.290435531,5.819679857,0.125644516,1144.599675,0.169422221,0.145693033,0.353063558,0.114200525,12.2569568,2.941918046,0.166593748,9.541611309,0.025929908,575.3690984,9.804031801,12.25732819,4.361581815,340.1456564,0.438929821
DHRS3,21.73323506,52.83990421,52.12130861,32.03935162,39.35544868,98.42220868,38.90003982,26.19089666,16.03089867,188.3144306,69.61053559,163.0675139,49.78104144,262.2810189,152.7664701,75.67590203,128.7264606,90.24949846,58.84165151,183.5000982
DHRS4L2,7.797971384,14.07644205,10.29635667,9.894505647,30.54021354,9.475542776,7.521402831,15.03194845,24.0249354,11.76139251,25.37775769,22.57345288,15.73116194,19.55115059,35.19031163,17.70997664,20.32265013,17.51241183,30.48711308,31.27374974
DHRS4,25.07866106,20.77582163,13.58991175,18.79956073,75.40317707,20.4153776,8.741581982,29.15449077,52.84629285,25.96756885,46.09004939,40.23239019,25.05224294,41.61750226,55.78677334,28.96645759,37.58096822,29.45169135,55.57750664,50.01056646
DHRS7B,16.60679091,27.68818726,59.73165919,19.42778331,43.11276202,16.22822843,11.20015191,16.25162256,14.6462173,29.27133079,35.15443483,38.23326521,21.90601056,42.26574996,47.58945661,24.31201825,35.05595861,34.07761145,39.1262165,41.09480448
DHRS7,52.51596778,67.49721733,136.9863105,70.37663461,62.5094907,60.62895186,101.3841394,33.47684463,28.06477897,48.66441338,80.15983767,61.16767121,48.31083939,57.01986758,75.95179733,86.37120945,62.41431512,70.13776009,91.11316379,61.34044247
DHRS9,2.093899724,0.890668961,0.255810104,0.031411129,1.734144617,1.016533325,0.364232583,0.77032049,0.314051443,1.12327906,1.946420525,32.40248403,0.690994964,3.319028217,15.36293456,2.723342167,0.735439691,3.546538749,0.282892555,21.0686314
DHRSX,9.74746423,18.80086002,18.83401888,33.87690267,22.09428698,30.75013307,25.6966087,15.83436563,20.21349289,26.2318698,17.20576312,19.38040604,14.51089424,27.45977252,22.65985952,12.95650667,19.09691731,13.83370394,25.09039356,25.15616536
DHTKD1,169.8465557,158.539075,118.7918169,188.7494744,138.1535212,237.3484297,234.6386297,131.2005579,168.3030234,177.4120162,35.71904537,39.89920269,41.32737965,55.95674135,30.98848338,38.73747918,46.28367123,41.34691448,37.08068572,47.37698754
DHX15,191.0502989,142.6232079,66.47865068,95.58406566,142.5691672,153.0245701,200.6739414,192.1842634,157.6966497,114.838765,110.8419627,104.6764051,130.3187098,94.43672475,92.834143,128.970883,119.4599205,126.0232806,115.8336209,103.2033741
DHX16,62.9854664,63.64410596,44.89467318,35.40034243,34.76317682,52.53299002,53.63324779,47.78126818,85.47909281,56.1969906,44.7082394,33.95735901,36.18167247,46.23302587,42.07455703,45.09194424,40.20403645,41.08257619,42.84734165,42.87795688
DHX29,36.10171937,34.89098842,23.50255327,27.56326573,62.83062859,37.9989838,57.4576899,35.13517347,39.27070546,51.47261103,50.35434474,50.4779057,53.30952636,59.40541911,41.17416526,55.9523027,61.62984612,52.75751741,42.30331751,63.34305977
DHX30,89.89328123,81.28322385,66.76643704,59.2256838,51.4784041,100.6852055,35.8222745,59.67844019,187.6885625,78.86079751,85.24133248,53.92084317,75.7742137,66.58800361,74.33859541,65.47574773,67.80753953,70.51223934,105.605967,60.95637887
DHX32,50.15732211,49.76128759,35.78143824,46.7868767,65.7690403,47.31720594,45.92972867,51.92174081,31.14819314,88.63993285,43.38586209,29.98687468,52.1921728,33.06063263,40.29253165,47.94732724,36.69844059,47.18438509,67.15434045,38.59839112
DHX33,19.03764001,13.53429573,11.89516982,11.07242299,32.91663394,31.97239338,14.15043583,19.67526919,20.64174486,11.46405393,11.79738853,11.43943738,24.39065202,13.17239324,8.797577908,19.07990027,22.89668905,16.47708686,11.09809256,13.27762708
DHX34,36.24612625,42.30677563,44.41502924,42.51496315,36.97902828,17.88614588,63.12150656,38.67650794,26.55162201,72.41846173,18.72129666,8.412984284,23.47912675,8.505009807,16.69476405,16.20801217,12.89470925,13.96587308,28.41982133,6.77597911
DHX35,20.52984442,11.09463727,16.62765673,16.39660936,27.20037946,6.680076133,14.02295443,20.00693495,23.49675798,8.457630567,12.6591625,11.88368737,11.49698004,12.00554738,9.716727838,14.6895426,16.00807061,15.24350816,10.31469779,12.3174681
DHX36,65.46445113,70.03368763,19.82528303,54.8438313,60.7271754,124.6947545,154.4892499,50.03873517,78.72698678,41.75955092,45.13912639,46.17423388,50.82488489,43.17329673,33.52083523,54.97850156,57.33978125,50.88512117,36.16672515,49.02297437
DHX37,58.84580257,38.16322873,15.89220269,29.11811662,18.83473737,30.03613942,21.12548979,50.85185125,64.29489546,22.49861881,20.04367396,15.43768733,22.44998531,14.78004753,20.42763825,18.56824205,17.74861121,19.73725912,33.81654085,16.2952696
DHX38,117.9082155,69.60771552,48.98763484,72.27700792,49.27860954,52.4603805,43.05229126,84.85294177,91.40324503,47.90454813,64.14272831,68.69215551,55.30900115,73.58907876,65.33467772,64.68350274,55.84438722,65.18141712,70.61433401,78.76046973
DHX40,37.49765252,38.33749005,48.28415706,109.9075405,82.4521538,54.67497096,70.51542799,127.9694914,108.6760744,52.43070199,68.28815828,77.02184292,88.84430993,76.93403688,58.88187005,85.01779092,92.61637177,84.32391509,74.1178495,81.55864734
DHX57,30.10883396,27.39775173,25.90077299,45.3733759,19.47701316,39.6084949,51.93956628,35.56312929,36.1016409,79.25724894,28.27510122,29.23720281,30.53609659,35.18688509,23.01626459,30.2043404,28.2653988,31.01569291,26.35252958,31.35604908
DHX58,21.612896,20.31112478,6.043513698,12.01475686,6.262188896,24.80825376,3.35093976,11.14824932,8.036861932,2.510859074,27.26474553,16.99256232,13.52585887,12.99088388,22.39724525,23.58579367,17.47894999,14.69280339,25.78674447,16.15810403
DHX8,58.53292101,67.8263776,14.22943701,71.14620727,75.11415296,70.24971368,37.66164904,45.34191996,59.28434743,54.3138463,49.44799625,54.78157753,64.49776397,54.73803568,51.50991244,60.07857871,62.46334444,66.41499582,50.48544065,58.95376156
DHX9,303.5913921,290.5323425,178.5874286,419.2286337,261.1975045,278.118677,317.5379655,308.6203453,403.7845055,300.0146218,182.2651953,175.562045,209.1068377,189.3401878,158.900389,202.0224735,213.5716863,204.6198661,209.5581006,189.3433515
DIABLO,59.6400404,53.51758712,36.32503471,70.39234017,48.68450444,51.26232337,64.15956942,97.27435967,36.558443,65.48056165,43.8613236,20.62985915,31.22709156,22.97389844,39.05449297,34.61120317,27.08869529,36.67693799,56.94844749,28.4207059
DIAPH1,193.6255549,300.6975861,76.83895987,138.3974345,211.7904398,270.9424358,139.2825396,197.0843576,176.2827851,107.2731502,115.6857268,140.5773579,109.0154821,100.0375849,135.133798,171.0754034,142.6753001,135.0548389,152.3702825,87.89569663
DIAPH2,25.99323795,16.41928867,13.4620067,4.114857904,26.54204678,13.9894348,59.38812259,11.23384048,17.95803252,39.41387995,9.628095424,33.04109339,15.95169225,38.24661422,14.1624122,14.62352218,23.28892355,18.94424425,5.135587928,50.55922874
DIAPH3,10.97492269,35.25887342,6.299323801,9.658922179,11.64124859,12.60985386,17.66528026,16.46560048,21.52679892,9.514834388,1.366951819,5.580890565,3.219742491,1.763233741,1.087973387,3.18548508,1.912143197,1.828339852,3.677603219,2.222082218
DICER1,112.2522794,54.77614109,46.1737237,32.63616307,176.7061251,81.29846279,204.2616323,41.67219874,92.68800094,121.0828751,67.24808625,125.5006236,104.5607698,166.3403595,61.11409131,135.7049654,138.0910593,75.42452593,46.15500845,127.4268136
DIDO1,90.63938343,124.6549298,85.92021855,86.09790469,101.9612807,60.27800583,118.9037266,90.20238962,87.3919516,115.8959689,95.58262016,75.41143669,111.4413154,82.09408857,84.86192421,107.4812375,106.7858432,88.99389158,92.33177787,81.39404866
DIMT1L,28.71290081,19.2461945,20.56073708,9.156344115,16.23352045,16.85751097,37.6980723,32.19297715,25.99489446,13.61149919,25.1103106,20.5743279,31.65345015,20.45869737,20.42763825,23.99842128,23.6566434,25.55270154,25.50385191,22.11108973
DIO2,10.83051581,61.2044475,109.7425344,1.853256613,128.278531,109.9671229,14.49645679,4.033483678,14.60339211,6.805749597,15.14047722,7.691078042,20.83276306,5.93794892,10.89849203,7.608852963,32.48191969,5.485019555,45.45865755,4.581330005
DIP2A,40.4339257,22.92504455,44.79874439,47.93338291,32.09773232,32.4201521,57.25736198,25.44197397,37.82892384,26.16579457,28.24538488,42.28704642,47.19348583,40.39879658,25.45482563,39.29865272,35.10498792,38.15282679,30.40006922,35.36128369
DIP2B,49.29088085,53.73057317,33.28728973,66.575888,85.32633793,91.87525,44.03571924,72.6027062,61.75393378,103.3747111,55.12381794,60.00151498,98.34181517,56.83835822,44.23174564,85.00128581,68.54297922,66.96570059,62.78038632,58.816596
DIP2C,32.82849681,54.2727195,42.94412114,29.43222791,58.59160841,112.3995419,20.56092929,18.32720833,30.93406715,25.47200456,37.07113902,74.71729607,55.41191529,148.1116342,65.50350118,57.32222634,93.00860628,59.45408747,31.40107364,192.9370894
DIRAS1,1.444068775,33.18709997,46.36558128,100.6883741,2.633330715,21.58923156,57.05703406,8.270246373,30.52009025,7.73080294,6.597028346,0.610843743,14.4079801,1.400215029,6.621631133,7.278750882,8.531100418,6.300062622,19.71543501,2.194649104
DIRAS3,0.457288445,0.44533448,1.247074255,4.366146936,0.561991311,1.403784115,9.779644843,2.150478035,0.314051443,11.53012917,13.00090046,0.583078119,10.24730829,0.700107515,10.56084512,4.307832155,2.157289761,7.864064181,11.72916056,0.768127187
DIRC2,17.76204593,15.83841761,17.1712532,41.74539049,26.06033994,14.66712368,15.04280566,19.06543213,27.09407451,14.50351492,17.33948667,25.43331223,15.15778314,26.13734721,17.23875074,15.30023145,19.24400525,13.6795066,17.84399195,25.26589781
DIS3L2,22.67187976,13.01151177,24.49381742,13.83660234,18.85079427,10.27424753,13.58587533,19.67526919,27.92202831,14.37136444,20.02881579,16.38171857,24.19952576,18.95476271,21.17796473,20.26826776,19.26851991,26.30166004,26.94007566,19.12088032
DIS3L,29.17018925,22.36353586,19.98516434,49.59817275,22.9292455,36.99455206,54.19780829,18.03833814,60.51200307,28.6105784,43.40072027,56.61410876,48.06090504,81.2384016,44.23174564,38.55592304,61.28664093,50.79700841,34.9263501,88.06029531
DIS3,27.62984923,41.18375825,26.31646441,57.18396041,115.9789497,37.51492031,99.781516,84.2859003,38.91382882,53.85131962,53.13282289,55.94773377,68.67313779,79.42330805,43.95037321,65.40972732,69.81774135,63.2869927,43.17375614,79.80292806
DISC1,6.209495732,8.093470121,6.043513698,5.763942178,24.88818664,9.185104683,12.71171713,4.643320732,4.268244614,1.817069067,8.097703713,12.49453112,11.80572247,8.012341556,6.546598486,12.47785866,8.089836603,8.94344554,4.874456338,9.848487856
DISP1,4.813562583,9.216487507,13.27014912,17.24470984,23.8123747,6.244418994,8.413772658,7.157561221,4.154044089,2.081370022,14.23412873,25.23895285,11.20293963,15.71352422,13.80600712,12.11474637,11.86509368,12.82040715,9.596585916,22.11108973
DISP2,1.853221594,4.724417966,3.229602558,0.455461371,14.13006725,7.164139621,4.880716607,0.9949973,1.969959053,1.222391918,5.48266545,0.360953121,6.233656695,0.388948619,7.090585179,2.195178837,0.686410378,1.057353167,1.740877264,1.563687487
DIXDC1,10.34915955,12.50809019,10.20042788,11.27659532,33.88004762,23.39236805,14.64214982,26.15879998,10.39224776,8.325480089,55.06438525,102.2052645,76.58282482,146.0372416,78.80303793,88.76444953,96.41614351,101.5499604,36.55842254,167.1773955
DKC1,241.0391463,141.1323055,83.68188014,169.9970304,139.5986417,101.7743483,203.6970718,195.7362968,250.7843524,138.4276253,61.82485349,38.92740583,62.0131225,36.56117021,48.58363919,63.6931965,58.61454339,53.41836314,83.30097707,40.46384286
DKFZP586I1420,10.95085488,6.079783775,22.99093306,53.14763033,9.987388445,10.66149832,6.173742275,7.735301589,4.496645664,14.60262778,15.58622238,10.02339052,14.80493465,10.16452392,12.38038682,25.43436533,17.89569915,14.18615499,15.23267606,10.17768522
DKFZP686I15217,2.671527233,1.607076603,8.409757156,3.675102097,2.536989348,3.945117426,5.900567838,1.134082944,2.62661207,3.105536224,3.001350734,2.915390594,1.852454584,1.478004753,2.607384497,4.786480172,2.255348386,3.392341412,1.871443058,1.892884852
DKFZp761E198,15.49967152,20.00132688,26.4123932,27.65749912,14.01766899,35.74808858,11.78292405,20.06042943,29.27815954,24.61302645,13.06033314,24.15609349,20.25938426,33.50144107,24.72325732,17.5449256,19.29303456,15.26553635,23.80649658,25.48536272
DKK1,1.468136588,2.633282145,7.034777849,159.0345463,0.305080998,9.100393573,0.783100053,1.658328833,8.036861932,1.156316679,3.372805033,2.970921843,0.29404041,0.077789724,0.900391769,1.518469572,2.034716479,1.365747841,1.218614085,3.785769705
DKK2,3.46576506,0.813219486,17.23520573,1.31926742,4.560158068,4.054031711,1.639046622,1.636931042,1.884308659,0.958090963,2.585321919,4.581328076,4.131267763,4.667383431,2.494835526,5.413674126,10.83547812,4.647948298,3.046535211,14.78644834
DKK3,36.22205844,35.49122185,48.89170605,9.957327905,61.46579255,51.35913607,13.84083814,14.45420809,11.67700366,8.160291992,232.3075184,27.95998407,101.1351991,60.28703598,81.9168928,122.1047597,109.2127941,155.6071411,167.6464805,29.95696027
DLAT,56.58342816,51.77497393,32.74369326,56.21021541,84.47532252,98.61583407,75.17760505,58.44806719,62.3677616,162.3798994,34.60468247,51.83842132,43.42976858,106.9608703,40.27377349,38.82000471,57.63395713,43.7479873,39.10445554,49.24243928
DLC1,48.4485074,28.73375517,32.04021548,9.391927582,33.43045457,38.65246951,45.71118912,3.348754353,13.64696271,32.1786413,49.43313808,200.9675916,156.7823467,329.4394805,118.2702105,67.30781428,145.2983683,181.5563501,38.47338753,318.9373811
DLD,80.07361356,80.47000437,44.86269692,61.73857412,237.4493574,153.4239225,151.047252,89.4962625,71.58945398,155.904526,77.96082822,138.717061,83.97794114,221.0524653,113.4868792,85.67799508,142.2830656,93.46561435,78.66589135,175.9834251
DLEC1,0.7461022,0.271073162,2.366243458,0.958039436,0.240853419,0.726095232,0.21853955,0.395859141,1.156280314,1.288467157,1.114362896,1.277218736,0.940929312,2.541130979,0.543986694,3.036939144,1.568938008,0.462592011,0.565785111,2.496413356
DLEU1,4.885766022,5.131027709,5.212130861,2.984057259,3.709142654,3.073803148,19.74140598,5.627619136,6.181103404,3.138573843,3.149932453,2.3600781,3.499080881,1.607654293,1.275555006,3.96122497,2.402436324,2.643382918,2.981252314,2.441547129
DLEU2,2.767798485,2.129860558,3.581341451,1.303561855,1.525404988,1.064939673,3.114188581,1.925801225,2.198360102,1.156316679,0.980639349,1.055093739,1.264373764,1.037196318,0.750326474,1.369923635,1.470879382,1.101409549,0.456980282,0.768127187
DLG1,81.9990386,96.48268329,79.39706091,121.1841358,117.9860616,144.7470845,45.03735884,68.55852362,45.28050808,72.35238649,53.13282289,86.07343657,79.80256731,129.7532594,56.48082533,84.81972967,94.74914688,75.0059903,50.74657224,133.0506019
DLG2,0.818305639,0.348522637,3.03774498,1.884667742,2.809956556,1.633714272,0.491713987,0.631234846,0.171300787,26.29794504,5.735254373,2.443374974,3.631399065,3.215308586,4.952154728,4.73696486,2.623068232,5.462991364,2.350184306,5.925552582
DLG3,95.59735289,64.7283986,58.64446625,118.3728398,92.69645256,66.81286292,63.37646937,64.82460902,41.9115926,65.2162607,66.2674469,9.579140522,59.13152648,8.453149991,42.9749488,83.48281624,38.19383463,51.89841796,89.67694004,9.848487856
DLG4,5.343054467,9.332661719,12.85445771,4.381852501,3.500403024,8.180672946,4.953563123,8.997771281,4.382445139,2.444783836,19.89509224,12.52229674,25.74323791,7.908621924,13.93731425,10.01859815,12.45344544,14.23021138,18.86675734,8.613997734
DLG5,81.61395359,58.70670193,82.56271094,138.884307,89.03548059,80.5360628,46.84031012,117.0138222,54.17387395,81.9002585,514.4493456,57.61367125,174.6453016,62.20584917,79.55336441,123.1940966,133.8009945,88.81766605,134.5915734,59.88648743
DLGAP1,0.553559697,7.66749801,3.229602558,1.884667742,0.048170684,29.00750451,7.448556314,24.44697667,2.926388448,0.099112858,1.634398915,0.527546869,3.102126327,0.337088803,0.694051988,4.885510796,5.246136464,2.092678144,2.915969417,0.137165569
DLGAP4,120.1224543,68.63959708,147.7623111,187.320268,75.93305459,73.0693835,223.4931127,196.6671007,152.3149499,165.7827742,66.69833389,134.6077485,90.49093622,105.923674,113.1304741,64.40291597,82.27118678,74.56542648,107.4774101,86.49660782
DLGAP5,41.70951978,56.75110269,15.86022642,36.87666549,14.8686844,35.69968223,133.5276648,33.3056623,75.32952117,48.49922528,2.481314716,6.552687429,4.542924337,0.12964954,1.275555006,0.808750098,0.563837097,0.726930302,3.459993562,0.493796048
DLL1,3.201019118,4.046735061,4.732486917,2.355834678,6.262188896,3.58206981,2.021490833,3.209668709,4.111218893,1.486692873,16.26969829,9.245953025,16.67209126,12.47228572,9.604178867,9.771021592,15.22360161,13.98790128,12.90425272,9.656456059
DLL4,12.00983864,9.31329935,50.55447173,8.65376605,5.844709636,10.85512372,6.665456261,2.043489078,5.952702355,8.589781044,8.796037795,17.35351544,20.53872265,36.82046929,26.63658983,16.67015508,11.20319796,61.85516028,26.67894407,29.05166752
DLST,115.6939767,101.4781744,44.22317166,72.01001332,121.1974405,98.48271661,109.1787166,75.42721466,152.6718266,97.56009009,119.4894188,196.5250916,110.2945578,231.3466387,132.1137339,111.0133298,137.5027076,129.988355,120.4034237,192.3884271
DLX3,5.318986654,4.182271642,7.450469268,25.8513592,4.88129596,3.969320601,15.60736616,0.310267975,3.554491334,8.29244247,2.89734353,1.138390613,1.74954044,0.285228987,1.969606994,2.673826855,3.995888989,0.991268594,6.114831389,0.301764252
DMAP1,36.67934688,27.49456357,32.99950337,85.42256542,10.77417628,15.94989193,22.30924568,27.28218403,35.2736871,27.09084791,36.47681214,24.57257786,25.77264195,28.18580994,35.35913509,28.43829426,39.07636226,30.59715728,42.28155654,30.67022123
DMD,7.581361068,13.06959888,19.44156787,12.73721282,53.71031245,22.65417123,139.8835233,22.44628317,29.52083566,2.279595739,54.35119299,130.3873736,139.4780686,288.6776652,52.27899708,87.57608204,146.6221598,70.33601381,44.26180443,190.5504085
DMGDH,0.192542503,0.561508693,4.668534391,0.753867097,1.766258407,4.973752338,0.63740702,0.492149202,7.094707603,0.165188097,0.846915801,15.04896859,3.690207147,32.12715595,6.265226058,3.829184138,16.13064389,6.564400913,0.67458994,34.31882537
DMKN,34.03188746,5.169752446,32.58381195,14.84175847,11.51279343,107.9340562,34.69315349,10.83798134,5.424524928,1244.758386,38.23007643,1.193921862,20.11236405,1.218705674,17.14495993,17.5614307,15.37068955,19.01032882,42.32507847,1.042458325
DMPK,34.75392185,65.87077836,20.91247597,34.26954178,4.849182171,18.66064746,19.9417339,17.54618894,14.56056691,46.3187424,34.81269688,19.54699979,25.4491975,41.38413309,37.36625841,21.44013015,25.91199179,26.36774461,42.23803461,40.87533957
DMRT2,1.251526272,0.193623687,0.031976263,2.764179355,0.401422365,0.484063488,1.45693033,0.07489227,0.285501312,0,1.114362896,23.35089037,2.293515199,21.36624415,2.457319202,1.898086965,3.432051892,3.370313221,0.935721529,8.1476348
DMRT3,0.601695323,0.348522637,1.343003044,30.0133338,0.545934417,1.077041261,1.03806286,0.096290061,0.342601574,0.925053343,1.872129666,5.886312436,1.029141436,8.141991096,2.007123318,1.303903219,2.475980294,2.753523873,0.609307042,0.960158983
DMRTA1,3.321358182,3.427139262,0.031976263,0.015705565,0.5941051,1.960457126,1.420507072,4.279558279,0,2.576934313,1.084646552,2.77656247,0.485166677,4.511803983,1.556927434,3.895204554,2.696612201,1.233578695,0.805155734,4.718495574
